x	y
0.0741385668479014	-0.496003716216114
-0.273797227995807	-1.83782741206586
0.277549673262708	-1.74896075504262
-0.74866216741745	-0.738654815244141
-0.30046410261193	0.550671048710102
-0.699622547189023	1.79266137968889
0.05503251836945	4.22538364446664
-2.30875634853149	5.49365487159405
-2.7435554260592	2.7940673468827
-1.54012776634226	1.1634199816649
0.129597050132713	0.244590470006728
0.799355996758627	0.259000882053386
-0.810685569898847	-1.3685412517694
-1.54875089683452	-3.02986826964945
-1.27936839697197	-2.84424757219712
0.278572970881866	-3.85989988305629
2.06069826318924	-2.77620590847341
2.25196279977271	-2.53095132470974
2.54153390496585	-1.21211076821445
3.84822559935418	-1.80721766695648
2.33138893992483	0.177712696403322
1.88689783058869	0.994751920880341
0.204749730323534	-0.267628832635819
1.21569553689104	-0.195341661491097
4.02941081767323	0.0332657024660307
4.83580424183682	-0.54554351103759
5.1205162648145	-0.853324142420209
5.80750483432414	0.725124115828121
6.27678985895903	3.05541579795231
5.72985125945559	2.92739135752943
4.12100554690658	2.78984361699287
4.92584449286905	2.96194264213467
5.88223332113386	3.29867794463212
5.45865773420542	4.56246728948935
3.98028500153328	5.40759421749075
4.22189591078011	5.30920301619532
3.58487570944981	4.5821679149646
3.42612394900803	4.38646655329257
1.86872568544059	4.62047865498272
1.06291875484201	3.40041707346339
0.355123274381634	2.4329690981579
-0.850030907000068	2.77554536220158
-1.84697159934758	0.587038380152703
-3.16507597088021	-0.870830071121216
-3.46903819266712	-0.452038861161988
-3.92374859229571	-2.19603400127608
-4.69441595814446	-4.01809235637944
-4.85760378370464	-5.16837168556827
-3.65334246710751	-4.74993298947923
-1.81637368859142	-4.76059354314369
-0.805359872517808	-4.96745955040145
0.489576698733809	-5.59996420620448
1.34470653071137	-3.9855191374856
2.67286374034857	-3.61450626622572
0.628543602315554	-2.91907286146205
-0.0974669298945423	-4.80609980875164
1.35495199008776	-7.36776425194811
4.85196771098275	-7.18841329528118
7.15754641454739	-6.21021805714767
6.86675705724655	-5.54932767752865
6.7374035126536	-5.55419742773671
8.15369274614877	-6.30768872738929
9.25806822030664	-6.18996726275932
9.15285188778742	-5.09755153846253
9.54773999804226	-3.59697121898436
8.21994387032082	-3.58400375156192
8.46510330825794	-5.35886408287442
8.7462645131422	-6.16032016490199
